Country,ISO,Sex,Year,Age,htn,diag,treat,control,Proportion of untreated stage 2 hypertension among all hypertension
Albania,ALB,Men,2007,Age standardised (30-79 years),0.430406632,0.241488363,0.146971128,0.034669816,0.163107647
Albania,ALB,Men,2008,Age standardised (30-79 years),0.43158756,0.245173653,0.150765304,0.036271071,0.159385017
Albania,ALB,Men,2009,Age standardised (30-79 years),0.432369658,0.248943553,0.154620181,0.037858942,0.155967889
Albania,ALB,Men,2010,Age standardised (30-79 years),0.432660139,0.252893501,0.158587082,0.039518958,0.15281833
Albania,ALB,Men,2011,Age standardised (30-79 years),0.432529651,0.256816315,0.16265121,0.041195331,0.149935539
Albania,ALB,Men,2012,Age standardised (30-79 years),0.432128608,0.26069786,0.16664333,0.042830505,0.147297007
Albania,ALB,Men,2013,Age standardised (30-79 years),0.431505448,0.264494437,0.170601437,0.044397754,0.144902571
Albania,ALB,Men,2014,Age standardised (30-79 years),0.430677686,0.268162989,0.174477981,0.045841343,0.142710098
Albania,ALB,Men,2015,Age standardised (30-79 years),0.429823624,0.271715246,0.178301713,0.047230918,0.140711285
Albania,ALB,Men,2016,Age standardised (30-79 years),0.428882599,0.275197019,0.182086908,0.048613858,0.138919745
Albania,ALB,Men,2017,Age standardised (30-79 years),0.427908123,0.278550456,0.185764493,0.049960225,0.137363737
Albania,ALB,Men,2018,Age standardised (30-79 years),0.426853801,0.281868167,0.189498807,0.051448377,0.135967661
Albania,ALB,Men,2019,Age standardised (30-79 years),0.425832601,0.285307056,0.193316535,0.053175013,0.134699079
Algeria,DZA,Men,1990,Age standardised (30-79 years),0.337283541,0.198476279,0.129185246,0.024425368,0.298899605
Algeria,DZA,Men,1991,Age standardised (30-79 years),0.338095464,0.201926807,0.132604622,0.024233518,0.292947058
Algeria,DZA,Men,1992,Age standardised (30-79 years),0.339061653,0.205555422,0.136301315,0.024251298,0.287129583
Algeria,DZA,Men,1993,Age standardised (30-79 years),0.340094148,0.209376128,0.140273916,0.024478779,0.281468185
Algeria,DZA,Men,1994,Age standardised (30-79 years),0.341099372,0.213428539,0.144585428,0.024935462,0.275934648
Algeria,DZA,Men,1995,Age standardised (30-79 years),0.342100128,0.217724941,0.149229729,0.025617732,0.270507585
Algeria,DZA,Men,1996,Age standardised (30-79 years),0.34309107,0.222327428,0.154214254,0.026525976,0.265132452
Algeria,DZA,Men,1997,Age standardised (30-79 years),0.344151272,0.227278881,0.159628275,0.02769164,0.259749716
Algeria,DZA,Men,1998,Age standardised (30-79 years),0.345250254,0.232560586,0.165482217,0.029127972,0.254435653
Algeria,DZA,Men,1999,Age standardised (30-79 years),0.346389083,0.23825106,0.17177421,0.030873855,0.249135742
Algeria,DZA,Men,2000,Age standardised (30-79 years),0.34753627,0.244495046,0.178599643,0.032992293,0.243844158
Algeria,DZA,Men,2001,Age standardised (30-79 years),0.348600902,0.251371273,0.186048746,0.035556863,0.238590051
Algeria,DZA,Men,2002,Age standardised (30-79 years),0.349584695,0.25875037,0.194143044,0.038632324,0.233255392
Algeria,DZA,Men,2003,Age standardised (30-79 years),0.350469284,0.266627452,0.202805489,0.042245615,0.227933298
Algeria,DZA,Men,2004,Age standardised (30-79 years),0.351129018,0.275139436,0.211963862,0.046461896,0.22260422
Algeria,DZA,Men,2005,Age standardised (30-79 years),0.35152261,0.284036893,0.221405449,0.051221493,0.217389416
Algeria,DZA,Men,2006,Age standardised (30-79 years),0.351714075,0.293325341,0.230810888,0.056396962,0.212499968
Algeria,DZA,Men,2007,Age standardised (30-79 years),0.351664159,0.30283478,0.240041563,0.061829453,0.207990566
Algeria,DZA,Men,2008,Age standardised (30-79 years),0.35153291,0.312456368,0.248907536,0.067375736,0.203859253
Algeria,DZA,Men,2009,Age standardised (30-79 years),0.351453267,0.322156903,0.257261906,0.072876118,0.200047867
Algeria,DZA,Men,2010,Age standardised (30-79 years),0.351308794,0.331830136,0.265128202,0.078359897,0.196517499
Algeria,DZA,Men,2011,Age standardised (30-79 years),0.351082371,0.341215741,0.272350826,0.083669389,0.193411219
Algeria,DZA,Men,2012,Age standardised (30-79 years),0.350671514,0.350213126,0.278706811,0.088717491,0.190758764
Algeria,DZA,Men,2013,Age standardised (30-79 years),0.350266014,0.358880194,0.284146246,0.093287767,0.188426156
Algeria,DZA,Men,2014,Age standardised (30-79 years),0.349815615,0.367163293,0.288724508,0.097229386,0.186382644
Algeria,DZA,Men,2015,Age standardised (30-79 years),0.349412906,0.375224299,0.292545313,0.100604199,0.184539631
Algeria,DZA,Men,2016,Age standardised (30-79 years),0.349111445,0.383085976,0.295901555,0.103639947,0.182768849
Algeria,DZA,Men,2017,Age standardised (30-79 years),0.349453069,0.3898053,0.29770159,0.105578521,0.181437619
Algeria,DZA,Men,2018,Age standardised (30-79 years),0.349456642,0.396411786,0.299516498,0.108111078,0.180184461
Algeria,DZA,Men,2019,Age standardised (30-79 years),0.349547746,0.402982098,0.301381986,0.1109649,0.179039003
American Samoa,ASM,Men,1990,Age standardised (30-79 years),0.502329335,0.320521565,0.211501954,0.03990499,0.341546809
American Samoa,ASM,Men,1991,Age standardised (30-79 years),0.498974959,0.321520176,0.211996203,0.039705891,0.333864183
American Samoa,ASM,Men,1992,Age standardised (30-79 years),0.495657611,0.322616219,0.212719881,0.039742597,0.326339924
American Samoa,ASM,Men,1993,Age standardised (30-79 years),0.492320648,0.323771027,0.213611434,0.039974137,0.318986625
American Samoa,ASM,Men,1994,Age standardised (30-79 years),0.488957891,0.324973094,0.214662416,0.040400826,0.311744592
American Samoa,ASM,Men,1995,Age standardised (30-79 years),0.485663306,0.326179709,0.215834354,0.040976642,0.304629184
American Samoa,ASM,Men,1996,Age standardised (30-79 years),0.482615335,0.327473574,0.217082149,0.04166861,0.29767936
American Samoa,ASM,Men,1997,Age standardised (30-79 years),0.479872098,0.328888134,0.218464305,0.042492934,0.291017497
American Samoa,ASM,Men,1998,Age standardised (30-79 years),0.477529125,0.330500842,0.22003531,0.04345321,0.284628375
American Samoa,ASM,Men,1999,Age standardised (30-79 years),0.475661693,0.332402631,0.221778077,0.044511951,0.278629844
American Samoa,ASM,Men,2000,Age standardised (30-79 years),0.474293849,0.334689697,0.223728854,0.045696167,0.272876286
American Samoa,ASM,Men,2001,Age standardised (30-79 years),0.473413083,0.337366444,0.225956227,0.047052397,0.267489799
American Samoa,ASM,Men,2002,Age standardised (30-79 years),0.473112822,0.340526563,0.228443389,0.048613447,0.262532084
American Samoa,ASM,Men,2003,Age standardised (30-79 years),0.473370161,0.344130017,0.231166112,0.050329811,0.257985829
American Samoa,ASM,Men,2004,Age standardised (30-79 years),0.474087429,0.348264215,0.234089347,0.052223322,0.253902767
American Samoa,ASM,Men,2005,Age standardised (30-79 years),0.475215786,0.352996042,0.237108481,0.054251266,0.250368225
American Samoa,ASM,Men,2006,Age standardised (30-79 years),0.476725804,0.358220524,0.240156319,0.056292936,0.247378453
American Samoa,ASM,Men,2007,Age standardised (30-79 years),0.478545531,0.363888068,0.243243422,0.05834819,0.24489779
American Samoa,ASM,Men,2008,Age standardised (30-79 years),0.480511324,0.369970059,0.246293918,0.060413666,0.242898735
American Samoa,ASM,Men,2009,Age standardised (30-79 years),0.4824515,0.376445536,0.249288416,0.062465829,0.241307367
American Samoa,ASM,Men,2010,Age standardised (30-79 years),0.484086406,0.383191468,0.252267851,0.064539267,0.240070268
American Samoa,ASM,Men,2011,Age standardised (30-79 years),0.485431055,0.39011358,0.255113079,0.06664538,0.239128129
American Samoa,ASM,Men,2012,Age standardised (30-79 years),0.486423902,0.397126267,0.257884365,0.068824825,0.238510417
American Samoa,ASM,Men,2013,Age standardised (30-79 years),0.487083684,0.404276707,0.26053239,0.071120965,0.238174019
American Samoa,ASM,Men,2014,Age standardised (30-79 years),0.48746129,0.411615066,0.263081949,0.07349571,0.238150717
American Samoa,ASM,Men,2015,Age standardised (30-79 years),0.487604567,0.41899325,0.265587157,0.075997725,0.238374818
American Samoa,ASM,Men,2016,Age standardised (30-79 years),0.487670664,0.426413839,0.268137297,0.078641971,0.238807406
American Samoa,ASM,Men,2017,Age standardised (30-79 years),0.487858697,0.433736181,0.270521208,0.081396054,0.239452625
American Samoa,ASM,Men,2018,Age standardised (30-79 years),0.487995331,0.441016989,0.272973216,0.084450824,0.240260731
American Samoa,ASM,Men,2019,Age standardised (30-79 years),0.488128403,0.448242931,0.275522737,0.087894811,0.241163003
Andorra,AND,Men,1990,Age standardised (30-79 years),0.408735751,0.401972281,0.25891463,0.066553828,0.207140629
Andorra,AND,Men,1991,Age standardised (30-79 years),0.408877258,0.406438754,0.265001644,0.068146555,0.202819094
Andorra,AND,Men,1992,Age standardised (30-79 years),0.409133505,0.411034864,0.271459295,0.070128355,0.19865061
Andorra,AND,Men,1993,Age standardised (30-79 years),0.409363669,0.415827549,0.278241138,0.072605907,0.194642464
Andorra,AND,Men,1994,Age standardised (30-79 years),0.409552104,0.420788901,0.285461401,0.075667294,0.190704263
Andorra,AND,Men,1995,Age standardised (30-79 years),0.409612555,0.426060836,0.293151748,0.079399526,0.186843812
Andorra,AND,Men,1996,Age standardised (30-79 years),0.409700137,0.431688599,0.301356925,0.083745141,0.183008465
Andorra,AND,Men,1997,Age standardised (30-79 years),0.409663903,0.437809591,0.310107273,0.08876662,0.179122216
Andorra,AND,Men,1998,Age standardised (30-79 years),0.409551047,0.444324976,0.319423497,0.094464071,0.175087358
Andorra,AND,Men,1999,Age standardised (30-79 years),0.409427715,0.451279277,0.329278525,0.100777683,0.170925767
Andorra,AND,Men,2000,Age standardised (30-79 years),0.409269578,0.45883856,0.339839821,0.107872844,0.166550121
Andorra,AND,Men,2001,Age standardised (30-79 years),0.409125049,0.466861518,0.351100424,0.115748696,0.161959629
Andorra,AND,Men,2002,Age standardised (30-79 years),0.408936131,0.475346779,0.362917676,0.124550122,0.157174686
Andorra,AND,Men,2003,Age standardised (30-79 years),0.40857689,0.484237549,0.375242125,0.134362692,0.152202109
Andorra,AND,Men,2004,Age standardised (30-79 years),0.407831264,0.493471086,0.387837716,0.145074397,0.147132305
Andorra,AND,Men,2005,Age standardised (30-79 years),0.40658794,0.502806988,0.400314001,0.156444536,0.142156353
Andorra,AND,Men,2006,Age standardised (30-79 years),0.404793159,0.512147933,0.412296784,0.168130652,0.137393207
Andorra,AND,Men,2007,Age standardised (30-79 years),0.40238732,0.521525298,0.423830744,0.180077698,0.132799327
Andorra,AND,Men,2008,Age standardised (30-79 years),0.399461767,0.530991053,0.43495356,0.192167894,0.1283637
Andorra,AND,Men,2009,Age standardised (30-79 years),0.396077462,0.540555111,0.445806198,0.204347904,0.124045639
Andorra,AND,Men,2010,Age standardised (30-79 years),0.392258863,0.550028328,0.456319429,0.216495891,0.119889923
Andorra,AND,Men,2011,Age standardised (30-79 years),0.388148663,0.559252885,0.466230395,0.228349508,0.116007896
Andorra,AND,Men,2012,Age standardised (30-79 years),0.383872753,0.568064017,0.475370287,0.239688292,0.112391961
Andorra,AND,Men,2013,Age standardised (30-79 years),0.379583467,0.576506916,0.48383865,0.250237434,0.109070824
Andorra,AND,Men,2014,Age standardised (30-79 years),0.375361674,0.584496801,0.491541972,0.259795126,0.106073437
Andorra,AND,Men,2015,Age standardised (30-79 years),0.371365942,0.592127512,0.498596943,0.268317695,0.103383099
Andorra,AND,Men,2016,Age standardised (30-79 years),0.367611568,0.599444129,0.505212885,0.276211935,0.100986595
Andorra,AND,Men,2017,Age standardised (30-79 years),0.364075578,0.606374784,0.511259578,0.283525295,0.09888551
Andorra,AND,Men,2018,Age standardised (30-79 years),0.360647097,0.613019748,0.517023695,0.290803987,0.097006504
Andorra,AND,Men,2019,Age standardised (30-79 years),0.357328741,0.619415106,0.522638743,0.298277563,0.095302865
Angola,AGO,Men,1990,Age standardised (30-79 years),0.374847896,0.180889275,0.064312191,0.015373179,0.414919111
Angola,AGO,Men,1991,Age standardised (30-79 years),0.374818325,0.184716767,0.066514712,0.015491704,0.411053997
Angola,AGO,Men,1992,Age standardised (30-79 years),0.374981577,0.188792099,0.068925193,0.015756583,0.407200244
Angola,AGO,Men,1993,Age standardised (30-79 years),0.375153135,0.19308021,0.071555282,0.016152001,0.403342198
Angola,AGO,Men,1994,Age standardised (30-79 years),0.375335267,0.197575202,0.074423801,0.016714248,0.399457571
Angola,AGO,Men,1995,Age standardised (30-79 years),0.375564141,0.202281885,0.077544978,0.01744449,0.395563588
Angola,AGO,Men,1996,Age standardised (30-79 years),0.375876532,0.207231757,0.080856198,0.018338241,0.391727873
Angola,AGO,Men,1997,Age standardised (30-79 years),0.376258558,0.212414156,0.084439783,0.019381558,0.387902354
Angola,AGO,Men,1998,Age standardised (30-79 years),0.376794592,0.217735179,0.088295817,0.020572842,0.384045172
Angola,AGO,Men,1999,Age standardised (30-79 years),0.377519905,0.223211067,0.092394112,0.021920564,0.380206818
Angola,AGO,Men,2000,Age standardised (30-79 years),0.378427968,0.228909371,0.096807624,0.023428906,0.376393771
Angola,AGO,Men,2001,Age standardised (30-79 years),0.379443228,0.234760537,0.101508957,0.025098204,0.372602729
Angola,AGO,Men,2002,Age standardised (30-79 years),0.38059498,0.240841306,0.106485612,0.026946341,0.368845228
Angola,AGO,Men,2003,Age standardised (30-79 years),0.381785843,0.247081703,0.11173239,0.028952504,0.365156573
Angola,AGO,Men,2004,Age standardised (30-79 years),0.382974964,0.253611487,0.117214366,0.031115516,0.361575614
Angola,AGO,Men,2005,Age standardised (30-79 years),0.384044251,0.260381283,0.122864557,0.033418557,0.358092188
Angola,AGO,Men,2006,Age standardised (30-79 years),0.384878532,0.26748889,0.128616893,0.035876587,0.354788423
Angola,AGO,Men,2007,Age standardised (30-79 years),0.385353664,0.27494638,0.134510358,0.038501997,0.351611402
Angola,AGO,Men,2008,Age standardised (30-79 years),0.385378205,0.282836739,0.140600301,0.041306965,0.348545322
Angola,AGO,Men,2009,Age standardised (30-79 years),0.384895008,0.291208274,0.146896433,0.044348378,0.345510154
Angola,AGO,Men,2010,Age standardised (30-79 years),0.383868381,0.300051947,0.153446794,0.047679983,0.342539174
Angola,AGO,Men,2011,Age standardised (30-79 years),0.382373213,0.309260785,0.160201237,0.051295836,0.339707171
Angola,AGO,Men,2012,Age standardised (30-79 years),0.380505141,0.318827596,0.167180921,0.055229163,0.336998604
Angola,AGO,Men,2013,Age standardised (30-79 years),0.378374851,0.328647945,0.174398796,0.059461473,0.33445127
Angola,AGO,Men,2014,Age standardised (30-79 years),0.376072856,0.338730708,0.181820367,0.063919696,0.33203648
Angola,AGO,Men,2015,Age standardised (30-79 years),0.373756553,0.348964695,0.189458473,0.068722402,0.329687718
Angola,AGO,Men,2016,Age standardised (30-79 years),0.371436599,0.359385063,0.197409464,0.073971371,0.32737862
Angola,AGO,Men,2017,Age standardised (30-79 years),0.369233485,0.369816348,0.205492142,0.079574875,0.325182096
Angola,AGO,Men,2018,Age standardised (30-79 years),0.367021494,0.380251131,0.213830129,0.085774374,0.323037848
Angola,AGO,Men,2019,Age standardised (30-79 years),0.364897715,0.390702243,0.222399193,0.092536685,0.320968908
Antigua and Barbuda,ATG,Men,1990,Age standardised (30-79 years),0.367263462,0.343833172,0.185206063,0.039680603,0.316824312
Antigua and Barbuda,ATG,Men,1991,Age standardised (30-79 years),0.36935132,0.3501276,0.191312588,0.041082725,0.310004562
Antigua and Barbuda,ATG,Men,1992,Age standardised (30-79 years),0.371538183,0.356579562,0.197757099,0.04282011,0.303261827
Antigua and Barbuda,ATG,Men,1993,Age standardised (30-79 years),0.373792044,0.363203822,0.204507136,0.044948079,0.296644091
Antigua and Barbuda,ATG,Men,1994,Age standardised (30-79 years),0.376049633,0.369986905,0.21159345,0.047480912,0.290177736
Antigua and Barbuda,ATG,Men,1995,Age standardised (30-79 years),0.378336107,0.376833016,0.218952372,0.050389811,0.283871585
Antigua and Barbuda,ATG,Men,1996,Age standardised (30-79 years),0.380670975,0.38364136,0.226583762,0.053655579,0.277674991
Antigua and Barbuda,ATG,Men,1997,Age standardised (30-79 years),0.38313615,0.390439324,0.234468761,0.057266199,0.27163743
Antigua and Barbuda,ATG,Men,1998,Age standardised (30-79 years),0.385668872,0.397222918,0.242589403,0.061199848,0.265764944
Antigua and Barbuda,ATG,Men,1999,Age standardised (30-79 years),0.388269364,0.404015533,0.250913799,0.065444603,0.260060047
Antigua and Barbuda,ATG,Men,2000,Age standardised (30-79 years),0.391009695,0.410801411,0.259394781,0.070036567,0.254590616
Antigua and Barbuda,ATG,Men,2001,Age standardised (30-79 years),0.39381587,0.417617706,0.268067114,0.074966207,0.249391076
Antigua and Barbuda,ATG,Men,2002,Age standardised (30-79 years),0.396689345,0.424459864,0.276923689,0.080316284,0.244381619
Antigua and Barbuda,ATG,Men,2003,Age standardised (30-79 years),0.399604889,0.43131479,0.285951946,0.086079814,0.239534714
Antigua and Barbuda,ATG,Men,2004,Age standardised (30-79 years),0.402457326,0.438231259,0.295034895,0.092157387,0.234865838
Antigua and Barbuda,ATG,Men,2005,Age standardised (30-79 years),0.405267751,0.445110008,0.304039589,0.098404046,0.230376354
Antigua and Barbuda,ATG,Men,2006,Age standardised (30-79 years),0.407995795,0.452084505,0.312818985,0.104716128,0.226143282
Antigua and Barbuda,ATG,Men,2007,Age standardised (30-79 years),0.41050937,0.45908611,0.321428488,0.111079553,0.222136282
Antigua and Barbuda,ATG,Men,2008,Age standardised (30-79 years),0.412709647,0.466118709,0.329862443,0.117507162,0.218310512
Antigua and Barbuda,ATG,Men,2009,Age standardised (30-79 years),0.414571434,0.473114863,0.338051416,0.12389358,0.214705997
Antigua and Barbuda,ATG,Men,2010,Age standardised (30-79 years),0.415949133,0.480057608,0.345956053,0.13029681,0.2114037
Antigua and Barbuda,ATG,Men,2011,Age standardised (30-79 years),0.416872457,0.486822649,0.353386109,0.136639874,0.208451169
Antigua and Barbuda,ATG,Men,2012,Age standardised (30-79 years),0.41738204,0.493330613,0.360303912,0.142892243,0.205800087
Antigua and Barbuda,ATG,Men,2013,Age standardised (30-79 years),0.417608417,0.499610065,0.3667024,0.149013429,0.203545278
Antigua and Barbuda,ATG,Men,2014,Age standardised (30-79 years),0.417694083,0.505740809,0.372626734,0.154673709,0.201663975
Antigua and Barbuda,ATG,Men,2015,Age standardised (30-79 years),0.417801743,0.511554139,0.378079613,0.160061499,0.200134919
Antigua and Barbuda,ATG,Men,2016,Age standardised (30-79 years),0.418015548,0.517231596,0.383223006,0.165306815,0.198861767
Antigua and Barbuda,ATG,Men,2017,Age standardised (30-79 years),0.418467753,0.522588098,0.387888778,0.17033964,0.197881671
Antigua and Barbuda,ATG,Men,2018,Age standardised (30-79 years),0.418937753,0.527822159,0.392464854,0.175653728,0.197078283
Antigua and Barbuda,ATG,Men,2019,Age standardised (30-79 years),0.419433791,0.53295382,0.397058065,0.181353951,0.196379686
Argentina,ARG,Men,1990,Age standardised (30-79 years),0.406474855,0.348533145,0.193928552,0.041876878,0.316533308
Argentina,ARG,Men,1991,Age standardised (30-79 years),0.409516153,0.35497777,0.199734735,0.042926726,0.309690925
Argentina,ARG,Men,1992,Age standardised (30-79 years),0.412651784,0.36165077,0.205858762,0.044288166,0.302968653
Argentina,ARG,Men,1993,Age standardised (30-79 years),0.415880206,0.368496331,0.212358369,0.045987116,0.296366586
Argentina,ARG,Men,1994,Age standardised (30-79 years),0.419136949,0.375440399,0.219164148,0.048006718,0.289924232
Argentina,ARG,Men,1995,Age standardised (30-79 years),0.422489453,0.382414552,0.226230658,0.050367804,0.283690795
Argentina,ARG,Men,1996,Age standardised (30-79 years),0.426017073,0.38950413,0.23353701,0.053037523,0.277557338
Argentina,ARG,Men,1997,Age standardised (30-79 years),0.429807597,0.396679839,0.241046364,0.05603579,0.271548209
Argentina,ARG,Men,1998,Age standardised (30-79 years),0.433875734,0.403813262,0.248749905,0.059303691,0.265699844
Argentina,ARG,Men,1999,Age standardised (30-79 years),0.438245228,0.410950466,0.256556796,0.062792168,0.260070691
Argentina,ARG,Men,2000,Age standardised (30-79 years),0.442868792,0.418156178,0.264451669,0.066559062,0.25467424
Argentina,ARG,Men,2001,Age standardised (30-79 years),0.447690078,0.425346201,0.272469347,0.070561393,0.249499817
Argentina,ARG,Men,2002,Age standardised (30-79 years),0.452693447,0.4324817,0.280603569,0.074781845,0.244546337
Argentina,ARG,Men,2003,Age standardised (30-79 years),0.45788281,0.439470582,0.288737252,0.079202433,0.239767804
Argentina,ARG,Men,2004,Age standardised (30-79 years),0.463100651,0.446277747,0.296766362,0.083685671,0.235217253
Argentina,ARG,Men,2005,Age standardised (30-79 years),0.468279984,0.452856462,0.304476753,0.088036215,0.230904723
Argentina,ARG,Men,2006,Age standardised (30-79 years),0.473513086,0.459177799,0.311574822,0.092035566,0.226870205
Argentina,ARG,Men,2007,Age standardised (30-79 years),0.478722052,0.465371889,0.318123304,0.095689281,0.223138739
Argentina,ARG,Men,2008,Age standardised (30-79 years),0.483854415,0.471368553,0.32416487,0.099031941,0.219673368
Argentina,ARG,Men,2009,Age standardised (30-79 years),0.488904844,0.477254699,0.329710326,0.101967969,0.216569804
Argentina,ARG,Men,2010,Age standardised (30-79 years),0.49371407,0.482980514,0.334730476,0.104570662,0.21382121
Argentina,ARG,Men,2011,Age standardised (30-79 years),0.498322067,0.488446331,0.339152714,0.106890592,0.211460701
Argentina,ARG,Men,2012,Age standardised (30-79 years),0.502861676,0.493699261,0.342933333,0.108841823,0.209494834
Argentina,ARG,Men,2013,Age standardised (30-79 years),0.507494977,0.498784704,0.345928926,0.110246742,0.208084958
Argentina,ARG,Men,2014,Age standardised (30-79 years),0.512291767,0.503600953,0.348212009,0.111001761,0.207225581
Argentina,ARG,Men,2015,Age standardised (30-79 years),0.517344922,0.508198806,0.349815686,0.11121711,0.206874271
Argentina,ARG,Men,2016,Age standardised (30-79 years),0.522700921,0.512630894,0.351026978,0.111018833,0.206893855
Argentina,ARG,Men,2017,Age standardised (30-79 years),0.528470317,0.51673314,0.351705711,0.11047216,0.207312676
Argentina,ARG,Men,2018,Age standardised (30-79 years),0.534317923,0.520685933,0.352191786,0.110040057,0.207973389
Argentina,ARG,Men,2019,Age standardised (30-79 years),0.540143758,0.524556031,0.352781508,0.109898935,0.20870384
